2016-08-06 20:35:38.592 InstaSnap[2331:801892]  ,0.220136, 0.000000
2016-08-06 20:35:38.621 InstaSnap[2331:801892]  ,-0.297070, 0.000000
2016-08-06 20:35:39.521 InstaSnap[2331:801892]  ,0.289325, 2.000000
2016-08-06 20:35:40.273 InstaSnap[2331:801892]  ,0.592636, 1.000000
2016-08-06 20:35:40.992 InstaSnap[2331:801892]  ,0.752171, 1.000000
2016-08-06 20:35:41.652 InstaSnap[2331:801892]  ,0.750875, 1.000000
2016-08-06 20:35:42.401 InstaSnap[2331:801892]  ,0.865318, 2.000000
2016-08-06 20:35:43.001 InstaSnap[2331:801892]  ,0.830884, 1.000000
2016-08-06 20:35:43.691 InstaSnap[2331:801892]  ,0.869446, 1.000000
2016-08-06 20:35:44.352 InstaSnap[2331:801892]  ,0.823084, 2.000000
2016-08-06 20:35:45.042 InstaSnap[2331:801892]  ,0.848147, 2.000000
2016-08-06 20:35:45.642 InstaSnap[2331:801892]  ,0.870196, 2.000000
2016-08-06 20:35:46.301 InstaSnap[2331:801892]  ,0.836487, 1.000000
2016-08-06 20:35:46.961 InstaSnap[2331:801892]  ,0.982227, 1.000000
2016-08-06 20:35:47.562 InstaSnap[2331:801892]  ,0.932053, 2.000000
2016-08-06 20:35:48.192 InstaSnap[2331:801892]  ,0.991871, 2.000000
2016-08-06 20:35:48.312 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.313 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.314 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.314 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.314 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.314 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.315 InstaSnap[2331:801892] go go go go
2016-08-06 20:35:48.822 InstaSnap[2331:801892]  ,1.026866, 2.000000
2016-08-06 20:35:49.362 InstaSnap[2331:801892]  ,1.105877, 2.000000
2016-08-06 20:35:49.933 InstaSnap[2331:801892]  ,1.274084, 2.000000
2016-08-06 20:35:50.441 InstaSnap[2331:801892]  ,1.342941, 2.000000
2016-08-06 20:35:50.951 InstaSnap[2331:801892]  ,1.492670, 2.000000
2016-08-06 20:35:51.461 InstaSnap[2331:801892]  ,1.534183, 2.000000
2016-08-06 20:35:51.940 InstaSnap[2331:801892]  ,1.667107, 2.000000
2016-08-06 20:35:52.451 InstaSnap[2331:801892]  ,1.630397, 2.000000
2016-08-06 20:35:52.931 InstaSnap[2331:801892]  ,1.717949, 2.000000
2016-08-06 20:35:53.411 InstaSnap[2331:801892]  ,1.844839, 2.000000
2016-08-06 20:35:53.921 InstaSnap[2331:801892]  ,1.719793, 2.000000
2016-08-06 20:35:54.400 InstaSnap[2331:801892]  ,1.698753, 2.000000
2016-08-06 20:35:54.881 InstaSnap[2331:801892]  ,1.621219, 2.000000
2016-08-06 20:35:55.364 InstaSnap[2331:801892]  ,1.645602, 2.000000
2016-08-06 20:35:55.841 InstaSnap[2331:801892]  ,1.694668, 2.000000
2016-08-06 20:35:56.321 InstaSnap[2331:801892]  ,1.599505, 2.000000
2016-08-06 20:35:56.772 InstaSnap[2331:801892]  ,1.720058, 2.000000
2016-08-06 20:35:57.251 InstaSnap[2331:801892]  ,1.701192, 3.000000
