2016-08-06 20:38:17.392 InstaSnap[2341:806298]  ,-0.192090, 0.000000
2016-08-06 20:38:18.021 InstaSnap[2341:806298]  ,1.052552, 0.000000
2016-08-06 20:38:18.618 InstaSnap[2341:806298]  ,0.994509, 2.000000
2016-08-06 20:38:19.250 InstaSnap[2341:806298]  ,0.974599, 2.000000
2016-08-06 20:38:19.790 InstaSnap[2341:806298]  ,1.149470, 2.000000
2016-08-06 20:38:20.388 InstaSnap[2341:806298]  ,1.203540, 2.000000
2016-08-06 20:38:20.958 InstaSnap[2341:806298]  ,1.118848, 2.000000
2016-08-06 20:38:21.557 InstaSnap[2341:806298]  ,1.004516, 2.000000
2016-08-06 20:38:22.129 InstaSnap[2341:806298]  ,1.230618, 2.000000
2016-08-06 20:38:22.792 InstaSnap[2341:806298]  ,1.182409, 2.000000
2016-08-06 20:38:23.327 InstaSnap[2341:806298]  ,1.019015, 2.000000
2016-08-06 20:38:23.899 InstaSnap[2341:806298]  ,1.015674, 1.000000
2016-08-06 20:38:24.468 InstaSnap[2341:806298]  ,1.189206, 1.000000
2016-08-06 20:38:25.068 InstaSnap[2341:806298]  ,1.215984, 2.000000
2016-08-06 20:38:25.637 InstaSnap[2341:806298]  ,1.122418, 2.000000
2016-08-06 20:38:26.209 InstaSnap[2341:806298]  ,1.077126, 2.000000
2016-08-06 20:38:26.778 InstaSnap[2341:806298]  ,1.182394, 2.000000
2016-08-06 20:38:27.349 InstaSnap[2341:806298]  ,1.225527, 2.000000
2016-08-06 20:38:27.919 InstaSnap[2341:806298]  ,1.185959, 2.000000
2016-08-06 20:38:28.037 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.037 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.038 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.039 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.039 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.040 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.041 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.041 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.041 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.041 InstaSnap[2341:806298] go go go go
2016-08-06 20:38:28.488 InstaSnap[2341:806298]  ,1.160879, 2.000000
2016-08-06 20:38:29.029 InstaSnap[2341:806298]  ,1.380224, 2.000000
2016-08-06 20:38:29.480 InstaSnap[2341:806298]  ,1.774490, 2.000000
2016-08-06 20:38:29.931 InstaSnap[2341:806298]  ,2.097832, 2.000000
2016-08-06 20:38:30.378 InstaSnap[2341:806298]  ,1.813376, 2.000000
2016-08-06 20:38:30.832 InstaSnap[2341:806298]  ,1.701540, 2.000000
2016-08-06 20:38:31.308 InstaSnap[2341:806298]  ,1.777800, 2.000000
2016-08-06 20:38:31.789 InstaSnap[2341:806298]  ,1.553429, 2.000000
2016-08-06 20:38:32.267 InstaSnap[2341:806298]  ,1.618559, 2.000000
